ID;Puissancenominalunitaire;Emailcontact;Puissancenominaletotale;NOM_COMM;NOM_DEPT;NOM_REGION;LongitudeI;LatitudeI;Dnomination;Description;Miseenservice;Typedemachine;Dveloppeur;Oprateur;Commune;Dpartement;Nomcontact;Tlephone
43259;0;;0;GRAND-FOUGERAY;ILLE-ET-VILAINE;BRETAGNE;-1,701737789;47,7162474;;;;;;;;;;
43260;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,227706602;42,99185032;;;;;;;;;;
43261;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,228554247;42,99244033;;;;;;;;;;
43262;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,229202881;42,99316803;;;;;;;;;;
43263;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,229816167;42,99392611;;;;;;;;;;
43264;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,230356269;42,99468835;;;;;;;;;;
43265;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,230808105;42,99547371;;;;;;;;;;
43266;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,231177152;42,99630248;;;;;;;;;;
43267;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,23153093;42,99711258;;;;;;;;;;
43268;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,231884355;42,99793919;;;;;;;;;;
43269;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,232242043;42,99878012;;;;;;;;;;
43270;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,232597054;42,99959087;;;;;;;;;;
43271;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,232956532;43,00041464;;;;;;;;;;
43272;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233239465;43,00160834;;;;;;;;;;
43273;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233252445;43,00232468;;;;;;;;;;
43274;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233260094;43,00309001;;;;;;;;;;
43275;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233271787;43,00384599;;;;;;;;;;
43276;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233279233;43,00461403;;;;;;;;;;
43277;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233287198;43,00537449;;;;;;;;;;
43278;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233289339;43,00614671;;;;;;;;;;
43279;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233303829;43,00690399;;;;;;;;;;
43280;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233311261;43,00767683;;;;;;;;;;
43281;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233386869;43,00856842;;;;;;;;;;
43282;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233424823;43,00936369;;;;;;;;;;
43283;0;;0;ROQUETAILLADE;AUDE;LANGUEDOC-ROUSSILLON;2,233422354;43,01019002;;;;;;;;;;
43284;0;;0;LISSE-EN-CHAMPAGNE;MARNE;CHAMPAGNE-ARDENNE;4,629756276;48,81890396;;;;;;;;;;
43285;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,626426449;48,82166585;;;;;;;;;;
43286;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,629748132;48,82182596;;;;;;;;;;
43287;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,633100135;48,82356267;;;;;;;;;;
43288;0;;0;LISSE-EN-CHAMPAGNE;MARNE;CHAMPAGNE-ARDENNE;4,636834038;48,82465251;;;;;;;;;;
43289;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,639363616;48,82676292;;;;;;;;;;
43290;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,642725546;48,82935631;;;;;;;;;;
43291;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,646629006;48,83091426;;;;;;;;;;
43292;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,649655861;48,83299699;;;;;;;;;;
43293;0;;0;SAINT-AMAND-SUR-FION;MARNE;CHAMPAGNE-ARDENNE;4,652941511;48,83462936;;;;;;;;;;
43294;0;;0;LISSE-EN-CHAMPAGNE;MARNE;CHAMPAGNE-ARDENNE;4,657045822;48,83481698;;;;;;;;;;
43295;0;;0;LISSE-EN-CHAMPAGNE;MARNE;CHAMPAGNE-ARDENNE;4,660865761;48,83578067;;;;;;;;;;
43296;0;;0;LISSE-EN-CHAMPAGNE;MARNE;CHAMPAGNE-ARDENNE;4,664670623;48,83481403;;;;;;;;;;
43297;0;;0;BASSU;MARNE;CHAMPAGNE-ARDENNE;4,668349678;48,83428761;;;;;;;;;;
43298;0;;0;VANAULT-LE-CHATEL;MARNE;CHAMPAGNE-ARDENNE;4,664853911;48,83741027;;;;;;;;;;
43299;0;;0;BASSU;MARNE;CHAMPAGNE-ARDENNE;4,671507751;48,83912213;;;;;;;;;;
43300;0;;0;VANAULT-LE-CHATEL;MARNE;CHAMPAGNE-ARDENNE;4,674051169;48,84124796;;;;;;;;;;
43301;0;;0;BASSU;MARNE;CHAMPAGNE-ARDENNE;4,677492111;48,84332952;;;;;;;;;;
43302;0;;0;VANAULT-LE-CHATEL;MARNE;CHAMPAGNE-ARDENNE;4,679174791;48,84642451;;;;;;;;;;
43303;0;;0;VANAULT-LE-CHATEL;MARNE;CHAMPAGNE-ARDENNE;4,682398987;48,84815232;;;;;;;;;;
43304;0;;0;VANAULT-LE-CHATEL;MARNE;CHAMPAGNE-ARDENNE;4,6849413;48,85028957;;;;;;;;;;
43305;0;;0;VANAULT-LE-CHATEL;MARNE;CHAMPAGNE-ARDENNE;4,688745419;48,8526276;;;;;;;;;;
43306;0;;0;SAINT-JEAN-SUR-MOIVRE;MARNE;CHAMPAGNE-ARDENNE;4,624025459;48,86658678;;;;;;;;;;
43307;0;;0;SAINT-JEAN-SUR-MOIVRE;MARNE;CHAMPAGNE-ARDENNE;4,620573185;48,86873022;;;;;;;;;;
43308;0;;0;SAINT-JEAN-SUR-MOIVRE;MARNE;CHAMPAGNE-ARDENNE;4,616723612;48,87092974;;;;;;;;;;
43309;0;;0;SAINT-JEAN-SUR-MOIVRE;MARNE;CHAMPAGNE-ARDENNE;4,613657835;48,87335522;;;;;;;;;;
43310;0;;0;SAINT-JEAN-SUR-MOIVRE;MARNE;CHAMPAGNE-ARDENNE;4,611242384;48,87591185;;;;;;;;;;
43311;0;;0;SAINT-JEAN-SUR-MOIVRE;MARNE;CHAMPAGNE-ARDENNE;4,609225502;48,87870946;;;;;;;;;;
43312;0;;0;LA CHAUSSEE-SUR-MARNE;MARNE;CHAMPAGNE-ARDENNE;4,542051594;48,84322521;;;;;;;;;;
43313;0;;0;LA CHAUSSEE-SUR-MARNE;MARNE;CHAMPAGNE-ARDENNE;4,547620696;48,84730296;;;;;;;;;;
43314;0;;0;LA CHAUSSEE-SUR-MARNE;MARNE;CHAMPAGNE-ARDENNE;4,554384963;48,84885395;;;;;;;;;;
43315;0;;0;OMEY;MARNE;CHAMPAGNE-ARDENNE;4,521193981;48,85083706;;;;;;;;;;
43316;0;;0;FRANCHEVILLE;MARNE;CHAMPAGNE-ARDENNE;4,528457947;48,8712577;;;;;;;;;;
43317;0;;0;POGNY;MARNE;CHAMPAGNE-ARDENNE;4,516140226;48,86130697;;;;;;;;;;
43318;0;;0;POGNY;MARNE;CHAMPAGNE-ARDENNE;4,524327953;48,86288522;;;;;;;;;;
43319;0;;0;OMEY;MARNE;CHAMPAGNE-ARDENNE;4,506579634;48,85617563;;;;;;;;;;
43320;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,39013645;48,82519583;;;;;;;;;;
43321;0;;0;COUPETZ;MARNE;CHAMPAGNE-ARDENNE;4,386487403;48,82772124;;;;;;;;;;
43322;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,38971859;48,83375197;;;;;;;;;;
43323;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,386053168;48,83653086;;;;;;;;;;
43324;0;;0;MAIRY-SUR-MARNE;MARNE;CHAMPAGNE-ARDENNE;4,390096147;48,84126918;;;;;;;;;;
43325;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,397571936;48,84182297;;;;;;;;;;
43326;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,404430772;48,84230862;;;;;;;;;;
43327;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,410451975;48,84277134;;;;;;;;;;
43328;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,413736216;48,83983119;;;;;;;;;;
43329;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,407861543;48,8391587;;;;;;;;;;
43330;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,394268268;48,83761847;;;;;;;;;;
43331;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,397844349;48,83446028;;;;;;;;;;
43332;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,400830927;48,83118683;;;;;;;;;;
43333;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,401223681;48,82495631;;;;;;;;;;
43334;0;;0;FAUX-VESIGNEUL;MARNE;CHAMPAGNE-ARDENNE;4,390294927;48,82079906;;;;;;;;;;
43335;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,39635327;48,82080272;;;;;;;;;;
43336;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,393012408;48,81720041;;;;;;;;;;
43337;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,399717548;48,81753683;;;;;;;;;;
43338;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,403848;48,82090122;;;;;;;;;;
43339;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,410541177;48,82318915;;;;;;;;;;
43340;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,417023718;48,82540192;;;;;;;;;;
43341;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,413701613;48,82821345;;;;;;;;;;
43342;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,418845906;48,82955983;;;;;;;;;;
43343;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,420044101;48,83422134;;;;;;;;;;
43344;0;;0;VITRY-LA-VILLE;MARNE;CHAMPAGNE-ARDENNE;4,414207316;48,8333002;;;;;;;;;;
43345;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,408703626;48,8324239;;;;;;;;;;
43346;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,416915622;48,83699804;;;;;;;;;;
43347;0;;0;TOGNY-AUX-BOEUFS;MARNE;CHAMPAGNE-ARDENNE;4,411064283;48,83620479;;;;;;;;;;
43348;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,362578413;48,83940998;;;;;;;;;;
43349;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,359340313;48,8418267;;;;;;;;;;
43350;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,356091379;48,84425554;;;;;;;;;;
43351;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,348106505;48,84967844;;;;;;;;;;
43352;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,345205971;48,8522744;;;;;;;;;;
43353;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,350941316;48,85376768;;;;;;;;;;
43354;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,354129049;48,8512915;;;;;;;;;;
43355;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,368914554;48,84129052;;;;;;;;;;
43356;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,365649678;48,84376106;;;;;;;;;;
43357;0;;0;CERNON;MARNE;CHAMPAGNE-ARDENNE;4,362370507;48,84621055;;;;;;;;;;
43358;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,196838176;48,88017681;;;;;;;;;;
43359;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,190072327;48,87645391;;;;;;;;;;
43360;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,185322553;48,88008605;;;;;;;;;;
43361;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,180675824;48,88366403;;;;;;;;;;
43362;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,175903429;48,88725185;;;;;;;;;;
43363;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,171174295;48,89085149;;;;;;;;;;
43364;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,16631789;48,89445851;;;;;;;;;;
43365;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,173103729;48,89820175;;;;;;;;;;
43366;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,179925851;48,90196928;;;;;;;;;;
43367;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,184687504;48,89835532;;;;;;;;;;
43368;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,191654932;48,90220663;;;;;;;;;;
43369;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,186849682;48,90581727;;;;;;;;;;
43370;0;;0;THIBIE;MARNE;CHAMPAGNE-ARDENNE;4,193743667;48,90959827;;;;;;;;;;
43371;0;;0;THIBIE;MARNE;CHAMPAGNE-ARDENNE;4,210233946;48,90620247;;;;;;;;;;
43372;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,203325684;48,9024054;;;;;;;;;;
43373;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,19639786;48,89859865;;;;;;;;;;
43374;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,189470082;48,89475218;;;;;;;;;;
43375;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,194167954;48,89117105;;;;;;;;;;
43376;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,198912085;48,88755386;;;;;;;;;;
43377;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,19208703;48,8837876;;;;;;;;;;
43378;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,203688552;48,88398898;;;;;;;;;;
43379;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,210569997;48,88775678;;;;;;;;;;
43380;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,217606984;48,89158398;;;;;;;;;;
43381;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,205882085;48,89140002;;;;;;;;;;
43382;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,201146808;48,8950059;;;;;;;;;;
43383;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,212844422;48,89519258;;;;;;;;;;
43384;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,208091431;48,89882561;;;;;;;;;;
43385;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,182660265;48,89097211;;;;;;;;;;
43386;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,187348703;48,88737732;;;;;;;;;;
43387;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,17789627;48,89458403;;;;;;;;;;
43388;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,198599644;48,90602985;;;;;;;;;;
43389;0;;0;THIBIE;MARNE;CHAMPAGNE-ARDENNE;4,205339919;48,90981601;;;;;;;;;;
43390;0;;0;THIBIE;MARNE;CHAMPAGNE-ARDENNE;4,216842596;48,90985608;;;;;;;;;;
43391;0;;0;THIBIE;MARNE;CHAMPAGNE-ARDENNE;4,214979836;48,90262555;;;;;;;;;;
43392;0;;0;GERMINON;MARNE;CHAMPAGNE-ARDENNE;4,224508752;48,89538234;;;;;;;;;;
43393;0;;0;TRECON;MARNE;CHAMPAGNE-ARDENNE;4,09330927;48,85797861;;;;;;;;;;
43394;0;;0;TRECON;MARNE;CHAMPAGNE-ARDENNE;4,09585621;48,85306495;;;;;;;;;;
43395;0;;0;TRECON;MARNE;CHAMPAGNE-ARDENNE;4,09068771;48,85167656;;;;;;;;;;
43396;0;;0;CLAMANGES;MARNE;CHAMPAGNE-ARDENNE;4,081220251;48,84439093;;;;;;;;;;
43397;0;;0;CLAMANGES;MARNE;CHAMPAGNE-ARDENNE;4,088113973;48,84524203;;;;;;;;;;
43398;0;;0;CLAMANGES;MARNE;CHAMPAGNE-ARDENNE;4,094554566;48,84669943;;;;;;;;;;
43399;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,101090022;48,84865739;;;;;;;;;;
43400;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,106375298;48,85013535;;;;;;;;;;
43401;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,113308736;48,85204359;;;;;;;;;;
43402;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,121997601;48,85477302;;;;;;;;;;
43403;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,128428553;48,85520441;;;;;;;;;;
43404;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,131165176;48,86233601;;;;;;;;;;
43405;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,115140742;48,8581699;;;;;;;;;;
43406;0;;0;VILLESENEUX;MARNE;CHAMPAGNE-ARDENNE;4,103636881;48,85493996;;;;;;;;;;
43407;0;;0;TRECON;MARNE;CHAMPAGNE-ARDENNE;4,110848432;48,8625364;;;;;;;;;;
43408;0;;0;TRECON;MARNE;CHAMPAGNE-ARDENNE;4,107302608;48,86687572;;;;;;;;;;
43409;0;;0;VELYE;MARNE;CHAMPAGNE-ARDENNE;4,10944403;48,87375725;;;;;;;;;;
43410;0;;0;VELYE;MARNE;CHAMPAGNE-ARDENNE;4,117179272;48,87540899;;;;;;;;;;
43411;0;;0;EPENSE;MARNE;CHAMPAGNE-ARDENNE;4,806179303;48,96140318;;;;;;;;;;
43412;0;;0;EPENSE;MARNE;CHAMPAGNE-ARDENNE;4,804196357;48,96291958;;;;;;;;;;
43413;0;;0;EPENSE;MARNE;CHAMPAGNE-ARDENNE;4,800073446;48,96383522;;;;;;;;;;
43414;0;;0;EPENSE;MARNE;CHAMPAGNE-ARDENNE;4,802759622;48,96741791;;;;;;;;;;
43415;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,804406683;48,97106362;;;;;;;;;;
43416;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,806163381;48,9734801;;;;;;;;;;
43417;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,808367291;48,9757629;;;;;;;;;;
43418;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,809859549;48,97829974;;;;;;;;;;
43419;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,813495298;48,97958936;;;;;;;;;;
43420;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,815723996;48,98187476;;;;;;;;;;
43421;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,818732068;48,98504699;;;;;;;;;;
43422;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,822247425;48,98668773;;;;;;;;;;
43423;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,821000727;48,9883677;;;;;;;;;;
43424;0;;0;DOMMARTIN-VARIMONT;MARNE;CHAMPAGNE-ARDENNE;4,825431276;48,98954005;;;;;;;;;;
43425;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,250526598;49,55346201;;;;;;;;;;
43426;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,248313958;49,55618009;;;;;;;;;;
43427;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,246596605;49,55819634;;;;;;;;;;
43428;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,244860718;49,56031305;;;;;;;;;;
43429;0;;0;SAINT-FERGEUX;ARDENNES;CHAMPAGNE-ARDENNE;4,243023104;49,56249441;;;;;;;;;;
43430;0;;0;SAINT-FERGEUX;ARDENNES;CHAMPAGNE-ARDENNE;4,251780754;49,56498602;;;;;;;;;;
43431;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,253582187;49,56286663;;;;;;;;;;
43432;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,255667904;49,5602861;;;;;;;;;;
43433;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,257495196;49,55814069;;;;;;;;;;
43434;0;;0;CHATEAU-PORCIEN;ARDENNES;CHAMPAGNE-ARDENNE;4,259085532;49,55629075;;;;;;;;;;
43435;0;;0;ECLY;ARDENNES;CHAMPAGNE-ARDENNE;4,267229867;49,55851389;;;;;;;;;;
43436;0;;0;SON;ARDENNES;CHAMPAGNE-ARDENNE;4,265210592;49,56096821;;;;;;;;;;
43437;0;;0;SON;ARDENNES;CHAMPAGNE-ARDENNE;4,263225934;49,56347892;;;;;;;;;;
43438;0;;0;SON;ARDENNES;CHAMPAGNE-ARDENNE;4,261153461;49,56588705;;;;;;;;;;
43439;0;;0;SON;ARDENNES;CHAMPAGNE-ARDENNE;4,259155553;49,56854073;;;;;;;;;;
43440;0;;0;REFFROY;MEUSE;LORRAINE;5,48384257;48,61688425;;;;;;;;;;
43441;0;;0;REFFROY;MEUSE;LORRAINE;5,477079664;48,61681784;;;;;;;;;;
43442;0;;0;REFFROY;MEUSE;LORRAINE;5,471639579;48,61746143;;;;;;;;;;
43443;0;;0;REFFROY;MEUSE;LORRAINE;5,466753491;48,61770604;;;;;;;;;;
43444;0;;0;REFFROY;MEUSE;LORRAINE;5,484168499;48,62052513;;;;;;;;;;
43445;0;;0;REFFROY;MEUSE;LORRAINE;5,474309738;48,62299094;;;;;;;;;;
43446;0;;0;BOVEE-SUR-BARBOURE;MEUSE;LORRAINE;5,521528827;48,63573734;;;;;;;;;;
43447;0;;0;BOVEE-SUR-BARBOURE;MEUSE;LORRAINE;5,522933065;48,63327704;;;;;;;;;;
43448;0;;0;BROUSSEY-EN-BLOIS;MEUSE;LORRAINE;5,526405179;48,63227223;;;;;;;;;;
43449;0;;0;BROUSSEY-EN-BLOIS;MEUSE;LORRAINE;5,529987909;48,6320108;;;;;;;;;;
43450;0;;0;BROUSSEY-EN-BLOIS;MEUSE;LORRAINE;5,533488909;48,63447655;;;;;;;;;;
43451;0;;0;BROUSSEY-EN-BLOIS;MEUSE;LORRAINE;5,535051568;48,63915351;;;;;;;;;;
43452;0;;0;MELIGNY-LE-GRAND;MEUSE;LORRAINE;5,501144646;48,67094761;;;;;;;;;;
43453;0;;0;MELIGNY-LE-GRAND;MEUSE;LORRAINE;5,503945836;48,66929142;;;;;;;;;;
43454;0;;0;MELIGNY-LE-GRAND;MEUSE;LORRAINE;5,506527295;48,66753041;;;;;;;;;;
43455;0;;0;MELIGNY-LE-GRAND;MEUSE;LORRAINE;5,509543963;48,66615723;;;;;;;;;;
43456;0;;0;SAINT-AUBIN-SUR-AIRE;MEUSE;LORRAINE;5,42257316;48,69482049;;;;;;;;;;
43457;0;;0;SAINT-AUBIN-SUR-AIRE;MEUSE;LORRAINE;5,434167515;48,69456701;;;;;;;;;;
43458;0;;0;SAINT-AUBIN-SUR-AIRE;MEUSE;LORRAINE;5,438979857;48,69785106;;;;;;;;;;
43459;0;;0;SAINT-AUBIN-SUR-AIRE;MEUSE;LORRAINE;5,434071769;48,69991469;;;;;;;;;;
43460;0;;0;SAINT-AUBIN-SUR-AIRE;MEUSE;LORRAINE;5,416118134;48,70570761;;;;;;;;;;
43461;0;;0;NANCOIS-LE-GRAND;MEUSE;LORRAINE;5,411185494;48,70370432;;;;;;;;;;
43462;0;;0;CHANTERAINE;MEUSE;LORRAINE;5,408554486;48,69737177;;;;;;;;;;
43463;0;;0;SAULVAUX;MEUSE;LORRAINE;5,490351819;48,70099;;;;;;;;;;
43464;0;;0;SAULVAUX;MEUSE;LORRAINE;5,493784054;48,70298066;;;;;;;;;;
43465;0;;0;SAULVAUX;MEUSE;LORRAINE;5,497820098;48,69909809;;;;;;;;;;
43466;0;;0;SAULVAUX;MEUSE;LORRAINE;5,499151475;48,70238035;;;;;;;;;;
43467;0;;0;MENIL-LA-HORGNE;MEUSE;LORRAINE;5,504646462;48,70090363;;;;;;;;;;
43468;0;;0;MENIL-LA-HORGNE;MEUSE;LORRAINE;5,509828947;48,69934634;;;;;;;;;;
43469;0;;0;MENIL-LA-HORGNE;MEUSE;LORRAINE;5,509533398;48,70228183;;;;;;;;;;
43470;0;;0;RUMONT;MEUSE;LORRAINE;5,269678011;48,82414786;;;;;;;;;;
43471;0;;0;RUMONT;MEUSE;LORRAINE;5,265088443;48,82496546;;;;;;;;;;
43472;0;;0;RUMONT;MEUSE;LORRAINE;5,260645454;48,8259399;;;;;;;;;;
43473;0;;0;RUMONT;MEUSE;LORRAINE;5,255637563;48,8273394;;;;;;;;;;
43474;0;;0;RUMONT;MEUSE;LORRAINE;5,25085242;48,82911594;;;;;;;;;;
43475;0;;0;VAVINCOURT;MEUSE;LORRAINE;5,240896604;48,82809684;;;;;;;;;;
43476;0;;0;RAUCOURT-ET-FLABA;ARDENNES;CHAMPAGNE-ARDENNE;4,943758518;49,59691836;;;;;;;;;;
43477;0;;0;RAUCOURT-ET-FLABA;ARDENNES;CHAMPAGNE-ARDENNE;4,94396897;49,59962855;;;;;;;;;;
43478;0;;0;RAUCOURT-ET-FLABA;ARDENNES;CHAMPAGNE-ARDENNE;4,94303307;49,60478068;;;;;;;;;;
43479;0;;0;RAUCOURT-ET-FLABA;ARDENNES;CHAMPAGNE-ARDENNE;4,9360534;49,60390442;;;;;;;;;;
43480;0;;0;RAUCOURT-ET-FLABA;ARDENNES;CHAMPAGNE-ARDENNE;4,937037131;49,60636811;;;;;;;;;;
43481;0;;0;RAUCOURT-ET-FLABA;ARDENNES;CHAMPAGNE-ARDENNE;4,942435143;49,60808595;;;;;;;;;;
